"full_name","e","q","i","om","w","ad","per_y","class","n_obs_used","A1","A2","A3","DT","spkid","prefix","neo","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","a","ma","n","tp","per","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","A1_sigma","A2_sigma","A3_sigma","DT_sigma"
"     C/2000 T6 (SOHO)",1.0000,0.005,141.30,317.90,55.40,,,PAR,7,,,,,1001741,C,,,,,,,,,,,,SAO_2008,2451830.2,51830,2000-10-12.6,J2000,,,,2451830.18,,,,,,,,,,,,,,,,,,,,,
"     C/2000 U1 (SOHO)",1.0000,0.005,144.25,10.96,89.30,,,PAR,5,,,,,1001549,C,,,,,,,,,,,,SAO_2008,2451839.3,51839,2000-10-21.7,J2000,,,,2451839.26,,,,,,,,,,,,,,,,,,,,,
"     C/2000 U2 (SOHO)",1.0000,0.007,144.49,7.68,86.24,,,PAR,45,,,,,1001550,C,,,,,,,,,,,,SAO_2008,2451840.9,51840,2000-10-23.4,J2000,,,,2451840.92,,,,,,,,,,,,,,,,,,,,,
"     C/2000 U3 (SOHO)",1.0000,0.007,141.43,344.74,66.93,,,PAR,27,,,,,1001551,C,,,,,,,,,,,,SAO_2008,2451842.3,51842,2000-10-24.8,J2000,,,,2451842.34,,,,,,,,,,,,,,,,,,,,,
"     C/2000 U4 (SOHO)",1.0000,0.005,146.50,359.74,85.11,,,PAR,12,,,,,1001552,C,,,,,,,,,,,,SAO_2008,2451843.0,51842,2000-10-25.4,J2000,,,,2451842.95,,,,,,,,,,,,,,,,,,,,,
"     C/2000 U5 (LINEAR)",1.0054,3.486,93.65,65.29,299.02,,,HYP,288,,,,,1000316,C,,7.7,11.7,10.25,5.,0.03,,,,,,"JPL 67",2451895.5,51895,2000-12-17.0,J2000,-648.5,0.02,5.968e-05,2451617.09,,2.92,1.13e+03,0.321,,2.1e-05,2.5e+00,2.6e-05,2.1e-04,4.5e-05,7.1e-04,9.7e-05,,3.5e-07,2.9e-03,,.69127,,,,
"     C/2000 V1 (SOHO)",1.0000,0.006,144.08,2.59,81.71,,,PAR,20,,,,,1001553,C,,,,,,,,,,,,SAO_2008,2451853.6,51853,2000-11-05.1,J2000,,,,2451853.62,,,,,,,,,,,,,,,,,,,,,
"     C/2000 V2 (SOHO)",1.0000,0.007,140.24,347.37,69.95,,,PAR,4,,,,,1001554,C,,,,,,,,,,,,SAO_2008,2451854.5,51854,2000-11-05.9,J2000,,,,2451854.47,,,,,,,,,,,,,,,,,,,,,
"     C/2000 V3 (SOHO)",1.0000,0.005,144.00,3.77,82.91,,,PAR,19,,,,,1001555,C,,,,,,,,,,,,SAO_2008,2451860.1,51860,2000-11-11.6,J2000,,,,2451860.13,,,,,,,,,,,,,,,,,,,,,
"     C/2000 V4 (SOHO)",1.0000,0.050,54.97,324.91,180.01,,,PAR,15,,,,,1001742,C,,,,,,,,,,,,SAO_2008,2451860.0,51859,2000-11-11.4,J2000,,,,2451859.96,,,,,,,,,,,,,,,,,,,,,
"     C/2000 W1 (Utsunomiya-Jones)",1.0000,0.321,160.17,10.77,51.51,,,HYP,440,,,,,1000319,C,,12.6,20.5,10.,5.,0.03,,,,,,"JPL 23",2451889.5,51889,2000-12-11.0,J2000,-1.815e+05,-0.00,1.275e-08,2451905.06,,0.101,39.2,0.838,-0.661,4.0e-06,4.1e+05,8.0e-07,1.9e-04,3.9e-04,5.2e-04,6.7e-07,,4.3e-08,5.6e-05,,.58751,,,,
"     C/2000 WM1 (LINEAR)",1.0002,0.555,72.55,237.90,276.77,,,HYP,2130,5.8e-09,-8.0e-11,,,1000322,C,,11.2,,4.75,,,,,,,,"JPL 131",2452298.5,52298,2002-01-24.0,J2000,-2287,0.00,9.009e-06,2452297.17,,0.0126,4.89,2.9,,1.4e-06,1.3e+01,1.8e-07,1.3e-05,4.7e-06,9.4e-06,1.0e-07,,7.6e-08,1.5e-05,,.7253,2.1e-10,6.5e-11,,
"     C/2000 W2 (SOHO)",1.0000,0.005,146.40,353.04,75.32,,,PAR,6,,,,,1001556,C,,,,,,,,,,,,SAO_2008,2451865.1,51865,2000-11-16.6,J2000,,,,2451865.14,,,,,,,,,,,,,,,,,,,,,
"     C/2000 W3 (SOHO)",1.0000,0.008,144.38,8.23,86.48,,,PAR,9,,,,,1001557,C,,,,,,,,,,,,SAO_2008,2451867.2,51867,2000-11-18.6,J2000,,,,2451867.19,,,,,,,,,,,,,,,,,,,,,
"     C/2000 W4 (SOHO)",1.0000,0.005,144.52,359.32,79.61,,,PAR,29,,,,,1001558,C,,,,,,,,,,,,SAO_2008,2451868.9,51868,2000-11-20.3,J2000,,,,2451868.86,,,,,,,,,,,,,,,,,,,,,
"     C/2000 W5 (SOHO)",1.0000,0.005,145.72,5.15,84.40,,,PAR,8,,,,,1001559,C,,,,,,,,,,,,SAO_2008,2451876.2,51876,2000-11-27.6,J2000,,,,2451876.19,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X1 (SOHO)",1.0000,0.005,145.96,7.00,87.16,,,PAR,8,,,,,1001560,C,,,,,,,,,,,,SAO_2008,2451882.5,51882,2000-12-03.9,J2000,,,,2451882.45,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X2 (SOHO)",1.0000,0.005,143.15,12.94,90.21,,,PAR,17,,,,,1001561,C,,,,,,,,,,,,SAO_2008,2451885.0,51884,2000-12-06.5,J2000,,,,2451885.00,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X3 (SOHO)",1.0000,0.006,144.49,359.30,79.03,,,PAR,32,,,,,1001562,C,,,,,,,,,,,,SAO_2008,2451885.1,51885,2000-12-06.5,J2000,,,,2451885.07,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X4 (SOHO)",1.0000,0.006,141.91,314.54,38.13,,,PAR,5,,,,,1001563,C,,,,,,,,,,,,SAO_2008,2451884.3,51884,2000-12-05.7,J2000,,,,2451884.26,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X5 (SOHO)",1.0000,0.005,143.18,3.76,80.32,,,PAR,6,,,,,1001564,C,,,,,,,,,,,,SAO_2008,2451886.0,51885,2000-12-07.4,J2000,,,,2451885.97,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X6 (SOHO)",1.0000,0.008,138.16,346.04,68.37,,,PAR,7,,,,,1001565,C,,,,,,,,,,,,SAO_2008,2451886.3,51886,2000-12-07.8,J2000,,,,2451886.31,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X7 (SOHO)",1.0000,0.006,147.79,340.27,61.09,,,PAR,9,,,,,1001566,C,,,,,,,,,,,,SAO_2008,2451889.5,51889,2000-12-11.0,J2000,,,,2451889.55,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X8 (SOHO)",1.0000,0.005,140.57,23.50,98.14,,,PAR,10,,,,,1001567,C,,,,,,,,,,,,SAO_2008,2451891.7,51891,2000-12-13.2,J2000,,,,2451891.72,,,,,,,,,,,,,,,,,,,,,
"     C/2000 X9 (SOHO)",1.0000,0.039,72.66,73.96,60.08,,,PAR,9,,,,,1001743,C,,,,,,,,,,,,SAO_2008,2451882.2,51882,2000-12-03.7,J2000,,,,2451882.25,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y1 (Tubbiolo)",1.0023,7.975,137.97,239.39,181.73,,,HYP,94,,,,,1000321,C,,6.3,10.7,10.,5.,0.03,,,,,,"JPL 48",2452030.5,52030,2001-05-01.0,J2000,-3394,0.00,4.986e-06,2451942.66,,6.99,2.72e+03,2.96,,4.6e-05,6.6e+01,6.4e-05,1.4e-04,5.0e-05,1.0e-03,1.3e-05,,1.5e-07,1.7e-02,,.72373,,,,
"     C/2000 Y2 (Skiff)",0.9943,2.769,12.09,185.85,326.82,976.99,1.08e+04,JFc,159,,,,,1000325,C,,14.4,,4.5,,,,,,,,"JPL 55",2451955.5,51955,2001-02-15.0,J2000,489.9,360.00,9.09e-05,2451990.31,3.96e+06,1.79,696,0.834,2.02,2.6e-05,2.2e+00,2.1e-05,1.4e-04,4.4e-04,2.7e-03,2.1e-05,4.5e+00,6.2e-07,8.1e-03,2.7e+04,.63436,,,,
"     C/2000 Y4 (SOHO)",1.0000,0.005,132.68,324.92,52.89,,,PAR,23,,,,,1001568,C,,,,,,,,,,,,SAO_2008,2451896.6,51896,2000-12-18.0,J2000,,,,2451896.58,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y5 (SOHO)",1.0000,0.007,142.93,315.39,38.85,,,PAR,5,,,,,1001569,C,,,,,,,,,,,,SAO_2008,2451898.6,51898,2000-12-20.0,J2000,,,,2451898.56,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y6 (SOHO)",1.0000,0.025,87.30,229.47,88.03,,,PAR,13,,,,,1001570,C,,,,,,,,,,,,SAO_2008,2451899.4,51899,2000-12-20.8,J2000,,,,2451899.35,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y7 (SOHO)",1.0000,0.025,89.02,228.93,89.13,,,PAR,12,,,,,1001571,C,,,,,,,,,,,,SAO_2008,2451899.4,51899,2000-12-20.8,J2000,,,,2451899.35,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y8 (SOHO)",1.0000,0.006,145.95,3.25,79.51,,,PAR,6,,,,,1001572,C,,,,,,,,,,,,SAO_2008,2451902.6,51902,2000-12-24.1,J2000,,,,2451902.64,,,,,,,,,,,,,,,,,,,,,
"     C/2000 Y9 (SOHO)",1.0000,0.005,147.66,343.96,66.36,,,PAR,5,,,,,1001573,C,,,,,,,,,,,,SAO_2008,2451904.0,51903,2000-12-25.4,J2000,,,,2451903.95,,,,,,,,,,,,,,,,,,,,,
"     C/2001 A1 (LINEAR)",0.9909,2.406,59.94,339.59,107.89,528.62,4.33e+03,COM,126,,,,,1000326,C,,12.8,,6.75,,,,,,,,"JPL 49",2451944.5,51944,2001-02-04.0,J2000,265.5,0.03,0.0002278,2451805.12,1.58e+06,1.87,726,1.06,0.981,9.1e-05,2.7e+00,1.4e-04,2.9e-03,1.2e-03,4.9e-03,4.8e-04,5.3e+00,3.4e-06,6.7e-03,2.4e+04,.76464,,,,
"     C/2001 A2-A (LINEAR)",0.9997,0.779,36.49,295.13,295.32,5060.28,1.27e+05,COM,436,-2.1e-08,1.9e-08,,,1000366,C,,13.0,,10.0,,,,,,,,"JPL 2",2452049.5,52049,2001-05-20.0,J2000,2531,360.00,7.743e-06,2452054.02,4.65e+07,0.0508,19.8,,0.882,4.7e-05,3.9e+02,1.9e-06,1.1e-03,2.3e-04,2.2e-04,8.1e-06,7.8e+02,1.8e-06,4.7e-04,1.1e+07,.6254,6.5e-09,2.6e-09,,
"     C/2001 A2-B (LINEAR)",0.9993,0.779,36.48,295.12,295.33,2236.43,3.74e+04,COM,1717,5.3e-09,-3.1e-09,6.6e-10,,1000340,C,,7.0,14.0,12.0,5.0,0.03,,,,,,"JPL 61",2452095.5,52095,2001-07-05.0,J2000,1119,0.00,2.634e-05,2452054.02,1.37e+07,0.0511,19.9,,0.885,2.2e-06,3.5e+00,2.3e-07,5.1e-05,2.0e-05,2.9e-05,5.1e-06,7.0e+00,1.2e-07,3.3e-05,6.4e+04,.75407,1.6e-10,1.5e-10,7.3e-11,
"     C/2001 A3 (SOHO)",1.0000,0.007,143.63,12.05,90.69,,,PAR,14,,,,,1001574,C,,,,,,,,,,,,SAO_2008,2451918.1,51918,2001-01-08.6,J2000,,,,2451918.15,,,,,,,,,,,,,,,,,,,,,
"     C/2001 A4 (SOHO)",1.0000,0.005,144.69,356.82,76.03,,,PAR,19,,,,,1001575,C,,,,,,,,,,,,SAO_2008,2451924.4,51924,2001-01-14.8,J2000,,,,2451924.37,,,,,,,,,,,,,,,,,,,,,
"     C/2001 B1 (LINEAR)",1.0012,2.928,104.11,49.84,284.85,,,HYP,167,,,,,1000329,C,,12.5,,4.75,,,,,,,,"JPL 27",2452120.5,52120,2001-07-30.0,J2000,-2382,0.00,8.479e-06,2451806.92,,2.52,979,0.311,,1.1e-05,2.1e+01,2.5e-05,1.5e-04,2.4e-05,6.5e-04,3.5e-05,,1.1e-07,1.4e-03,,.70156,,,,
"     C/2001 B2 (NEAT)",1.0017,5.307,150.60,145.09,304.76,,,HYP,553,,,,,1000332,C,,5.3,9.3,9.75,5.,0.03,,,,,,"JPL 77",2452258.5,52258,2001-12-15.0,J2000,-3035,0.00,5.894e-06,2451789.26,,4.4,1.71e+03,1.02,,1.1e-05,1.9e+01,1.4e-05,3.1e-05,2.7e-05,2.6e-04,2.5e-05,,5.4e-08,2.2e-03,,.76418,,,,
"     C/2001 B3 (SOHO)",1.0000,0.008,144.54,7.10,85.46,,,PAR,28,,,,,1001576,C,,,,,,,,,,,,SAO_2008,2451934.9,51934,2001-01-25.3,J2000,,,,2451934.86,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C1 (LINEAR)",0.9999,5.104,68.96,33.72,219.95,81600.10,8.24e+06,COM,229,,,,,1000330,C,,6.7,10.6,9.75,5.,0.03,,,,,,"JPL 63",2452011.5,52011,2001-04-12.0,J2000,4.08e+04,360.00,1.196e-07,2452361.91,3.01e+09,4.28,1.66e+03,0.346,1.01,1.7e-05,5.6e+03,1.8e-05,8.1e-05,1.9e-05,4.0e-04,8.6e-06,1.1e+04,2.5e-08,3.5e-03,6.2e+08,.76395,,,,
"     C/2001 C2 (SOHO)",1.0000,0.005,144.61,8.15,86.45,,,PAR,65,,,,,1001577,C,,,,,,,,,,,,SAO_2008,2451948.4,51948,2001-02-07.9,J2000,,,,2451948.42,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C3 (SOHO)",1.0000,0.005,144.59,1.02,79.54,,,PAR,53,,,,,1001578,C,,,,,,,,,,,,SAO_2008,2451945.5,51945,2001-02-04.9,J2000,,,,2451945.48,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C4 (SOHO)",1.0000,0.005,134.29,328.00,57.39,,,PAR,12,,,,,1001579,C,,,,,,,,,,,,SAO_2008,2451948.9,51948,2001-02-08.4,J2000,,,,2451948.94,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C5 (SOHO)",1.0000,0.026,166.26,322.52,51.27,,,PAR,32,,,,,1001580,C,,,,,,,,,,,,SAO_2008,2451953.8,51953,2001-02-13.2,J2000,,,,2451953.79,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C6 (SOHO)",1.0000,0.006,139.77,340.03,65.31,,,PAR,43,,,,,1001581,C,,,,,,,,,,,,SAO_2008,2451955.5,51955,2001-02-15.0,J2000,,,,2451955.53,,,,,,,,,,,,,,,,,,,,,
"     C/2001 C7 (SOHO)",1.0000,0.035,73.68,54.75,54.23,,,PAR,8,,,,,1001744,C,,,,,,,,,,,,SAO_2008,2451952.2,51952,2001-02-11.6,J2000,,,,2451952.17,,,,,,,,,,,,,,,,,,,,,
"     C/2001 E1 (SOHO)",1.0000,0.036,73.37,72.24,58.28,,,PAR,7,,,,,1001582,C,,,,,,,,,,,,SAO_2008,2451984.1,51984,2001-03-15.6,J2000,,,,2451984.14,,,,,,,,,,,,,,,,,,,,,
"     C/2001 F2 (SOHO)",1.0000,0.005,144.58,8.16,87.46,,,PAR,45,,,,,1001583,C,,,,,,,,,,,,SAO_2008,2451995.8,51995,2001-03-27.2,J2000,,,,2451995.77,,,,,,,,,,,,,,,,,,,,,
"     C/2001 G1 (LONEOS)",1.0028,8.236,45.36,203.89,343.28,,,HYP,134,,,,,1000336,C,,9.8,,4.5,,,,,,,,"JPL 69",2452286.5,52286,2002-01-12.0,J2000,-2940,0.00,6.182e-06,2452191.72,,7.26,2.82e+03,2.92,,5.3e-05,5.5e+01,6.9e-05,7.9e-05,4.2e-05,7.9e-04,1.6e-05,,1.7e-07,1.4e-02,,.69619,,,,
"     C/2001 G2 (SOHO)",1.0000,0.006,144.59,8.27,85.97,,,PAR,55,,,,,1001584,C,,,,,,,,,,,,SAO_2008,2452008.5,52008,2001-04-09.0,J2000,,,,2452008.51,,,,,,,,,,,,,,,,,,,,,
"     C/2001 G3 (SOHO)",1.0000,0.008,144.23,3.55,77.17,,,PAR,4,,,,,1001585,C,,,,,,,,,,,,SAO_2008,2452010.6,52010,2001-04-11.1,J2000,,,,2452010.64,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H1 (SOHO)",1.0000,0.008,139.17,341.72,63.84,,,PAR,16,,,,,1001586,C,,,,,,,,,,,,SAO_2008,2452020.2,52020,2001-04-20.7,J2000,,,,2452020.25,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H2 (SOHO)",1.0000,0.007,146.28,332.13,41.08,,,PAR,3,,,,,1001587,C,,,,,,,,,,,,SAO_2008,2452020.3,52020,2001-04-20.8,J2000,,,,2452020.33,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H3 (SOHO)",1.0000,0.007,143.53,11.76,84.37,,,PAR,13,,,,,1001588,C,,,,,,,,,,,,SAO_2008,2452020.4,52020,2001-04-20.9,J2000,,,,2452020.40,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H4 (SOHO)",1.0000,0.007,143.28,6.90,80.65,,,PAR,7,,,,,1001589,C,,,,,,,,,,,,SAO_2008,2452020.5,52020,2001-04-20.9,J2000,,,,2452020.49,,,,,,,,,,,,,,,,,,,,,
"     P/2001 H5 (NEAT)",0.6002,2.397,8.40,329.56,224.88,9.59,14.7,JFc,43,,,,,1000337,P,,7.2,15.6,24.,5.,0.03,,,,,,"JPL 13",2452032.5,52032,2001-05-03.0,J2000,5.994,6.33,0.06715,2451938.20,5.36e+03,1.41,547,0.205,2.57,9.1e-05,1.2e-03,1.4e-04,2.3e-04,3.1e-03,1.5e-02,9.3e-04,1.9e-03,2.0e-05,3.2e-02,1.6e+00,.53567,,,,
"     C/2001 H6 (SOHO)",1.0000,0.006,143.93,10.47,87.40,,,PAR,34,,,,,1001590,C,,,,,,,,,,,,SAO_2008,2452026.9,52026,2001-04-27.4,J2000,,,,2452026.90,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H7 (SOHO)",1.0000,0.005,143.43,5.98,83.87,,,PAR,8,,,,,1001591,C,,,,,,,,,,,,SAO_2008,2452030.1,52030,2001-04-30.5,J2000,,,,2452030.09,,,,,,,,,,,,,,,,,,,,,
"     C/2001 H8 (SOHO)",1.0000,0.006,145.73,345.62,72.54,,,PAR,6,,,,,1001746,C,,,,,,,,,,,,SAO_2008,2452017.7,52017,2001-04-18.1,J2000,,,,2452017.66,,,,,,,,,,,,,,,,,,,,,
"     C/2001 HT50 (LINEAR-NEAT)",0.9977,2.792,163.21,42.91,324.07,2383.88,4.12e+04,COM,3866,,,,,1000338,C,,7.7,9.8,7.5,5.,0.03,,,,,,"JPL 119",2452944.5,52944,2003-11-01.0,J2000,1193,0.00,2.391e-05,2452829.52,1.51e+07,1.83,711,1.09,-1.98,6.8e-07,3.5e-01,2.5e-07,4.7e-06,1.6e-05,1.9e-05,1.2e-06,6.9e-01,1.0e-08,5.3e-05,6.5e+03,.75227,,,,
"     C/2001 J2 (SOHO)",1.0000,0.007,142.82,14.97,87.54,,,PAR,5,,,,,1001592,C,,,,,,,,,,,,SAO_2008,2452035.3,52035,2001-05-05.8,J2000,,,,2452035.34,,,,,,,,,,,,,,,,,,,,,
"     C/2001 J3 (SOHO)",1.0000,0.008,138.41,332.57,58.26,,,PAR,5,,,,,1001593,C,,,,,,,,,,,,SAO_2008,2452036.6,52036,2001-05-07.0,J2000,,,,2452036.58,,,,,,,,,,,,,,,,,,,,,
"     C/2001 J4 (SOHO)",1.0000,0.005,143.05,7.06,84.73,,,PAR,11,,,,,1001594,C,,,,,,,,,,,,SAO_2008,2452040.0,52040,2001-05-10.5,J2000,,,,2452040.05,,,,,,,,,,,,,,,,,,,,,
"     C/2001 J5 (SOHO)",1.0000,0.005,141.93,13.43,91.41,,,PAR,13,,,,,1001747,C,,,,,,,,,,,,SAO_2008,2452043.0,52043,2001-05-13.5,J2000,,,,2452043.04,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K2 (SOHO)",1.0000,0.005,143.11,10.77,87.21,,,PAR,24,,,,,1001595,C,,,,,,,,,,,,SAO_2008,2452049.8,52049,2001-05-20.2,J2000,,,,2452049.75,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K3 (Skiff)",0.9989,3.060,52.03,289.85,3.45,5747.27,1.54e+05,COM,331,,,,,1000342,C,,12.1,,4.5,,,,,,,,"JPL 65",2452109.5,52109,2001-07-19.0,J2000,2875,0.00,6.393e-06,2452022.38,5.63e+07,2.04,796,2.11,1.34,3.6e-05,9.7e+01,2.2e-05,4.9e-04,2.7e-04,1.0e-03,2.8e-05,1.9e+02,3.2e-07,3.5e-03,2.8e+06,.83896,,,,
"     C/2001 K4 (SOHO)",1.0000,0.007,145.97,3.06,82.86,,,PAR,17,,,,,1001596,C,,,,,,,,,,,,SAO_2008,2452052.5,52052,2001-05-22.9,J2000,,,,2452052.46,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K5 (LINEAR)",0.9995,5.184,72.59,237.46,47.05,22255.87,1.17e+06,COM,3286,,,,,1000343,C,,5.9,8.6,8.,5.,0.03,,,,,,"JPL 129",2452670.5,52670,2003-01-31.0,J2000,1.113e+04,0.00,8.393e-07,2452559.24,4.29e+08,4.43,1.72e+03,0.67,0.845,3.4e-06,8.1e+01,2.3e-06,8.1e-06,1.1e-05,4.2e-05,1.0e-06,1.6e+02,9.1e-09,4.0e-04,4.7e+06,.68039,,,,
"     C/2001 K6 (SOHO)",1.0000,0.006,148.11,324.74,50.79,,,PAR,9,,,,,1001597,C,,,,,,,,,,,,SAO_2008,2452053.3,52053,2001-05-23.8,J2000,,,,2452053.32,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K7 (SOHO)",1.0000,0.007,143.43,8.10,86.69,,,PAR,8,,,,,1001598,C,,,,,,,,,,,,SAO_2008,2452053.5,52053,2001-05-24.0,J2000,,,,2452053.51,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K8 (SOHO)",1.0000,0.008,143.33,11.75,89.04,,,PAR,14,,,,,1001599,C,,,,,,,,,,,,SAO_2008,2452059.6,52059,2001-05-30.0,J2000,,,,2452059.57,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K9 (SOHO)",1.0000,0.005,141.54,12.89,88.97,,,PAR,7,,,,,1001600,C,,,,,,,,,,,,SAO_2008,2452054.9,52054,2001-05-25.4,J2000,,,,2452054.94,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K10 (SOHO)",1.0000,0.005,147.11,15.02,97.97,,,PAR,4,,,,,1001748,C,,,,,,,,,,,,SAO_2008,2452049.0,52048,2001-05-19.4,J2000,,,,2452048.99,,,,,,,,,,,,,,,,,,,,,
"     C/2001 K11 (SOHO)",1.0000,0.034,72.36,73.28,57.26,,,PAR,17,,,,,1001749,C,,,,,,,,,,,,SAO_2008,2452046.4,52046,2001-05-16.8,J2000,,,,2452046.35,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L1 (SOHO)",1.0000,0.006,141.65,18.23,93.91,,,PAR,12,,,,,1001601,C,,,,,,,,,,,,SAO_2008,2452063.9,52063,2001-06-03.3,J2000,,,,2452063.88,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L2 (SOHO)",1.0000,0.005,145.13,323.04,48.85,,,PAR,8,,,,,1001602,C,,,,,,,,,,,,SAO_2008,2452065.1,52065,2001-06-04.6,J2000,,,,2452065.10,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L3 (SOHO)",1.0000,0.005,142.67,10.15,87.82,,,PAR,18,,,,,1001603,C,,,,,,,,,,,,SAO_2008,2452065.6,52065,2001-06-05.1,J2000,,,,2452065.61,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L4 (SOHO)",1.0000,0.005,146.12,347.67,69.35,,,PAR,14,,,,,1001604,C,,,,,,,,,,,,SAO_2008,2452066.6,52066,2001-06-06.0,J2000,,,,2452066.59,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L5 (SOHO)",1.0000,0.005,141.06,14.76,91.02,,,PAR,7,,,,,1001605,C,,,,,,,,,,,,SAO_2008,2452066.8,52066,2001-06-06.2,J2000,,,,2452066.77,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L6 (SOHO)",1.0000,0.005,145.25,330.92,54.04,,,PAR,11,,,,,1001606,C,,,,,,,,,,,,SAO_2008,2452069.8,52069,2001-06-09.2,J2000,,,,2452069.78,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L7 (SOHO)",1.0000,0.005,141.86,17.76,93.81,,,PAR,9,,,,,1001607,C,,,,,,,,,,,,SAO_2008,2452070.0,52070,2001-06-09.5,J2000,,,,2452070.00,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L8 (SOHO)",1.0000,0.006,137.37,24.73,98.72,,,PAR,11,,,,,1001608,C,,,,,,,,,,,,SAO_2008,2452071.0,52071,2001-06-10.5,J2000,,,,2452071.04,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L9 (SOHO)",1.0000,0.008,134.64,29.69,103.33,,,PAR,11,,,,,1001609,C,,,,,,,,,,,,SAO_2008,2452074.6,52074,2001-06-14.1,J2000,,,,2452074.62,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L10 (SOHO)",1.0000,0.035,71.70,72.40,57.72,,,PAR,11,,,,,1001750,C,,,,,,,,,,,,SAO_2008,2452062.0,52061,2001-06-01.4,J2000,,,,2452061.97,,,,,,,,,,,,,,,,,,,,,
"     C/2001 L11 (SOHO)",1.0000,0.005,144.49,1.06,80.75,,,PAR,10,,,,,1001751,C,,,,,,,,,,,,SAO_2008,2452069.1,52069,2001-06-08.5,J2000,,,,2452069.09,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M2 (SOHO)",1.0000,0.006,144.85,4.76,83.63,,,PAR,38,,,,,1001610,C,,,,,,,,,,,,SAO_2008,2452077.6,52077,2001-06-17.0,J2000,,,,2452077.59,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M3 (SOHO)",1.0000,0.005,143.08,8.66,87.22,,,PAR,57,,,,,1001611,C,,,,,,,,,,,,SAO_2008,2452077.8,52077,2001-06-17.2,J2000,,,,2452077.75,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M4 (SOHO)",1.0000,0.005,144.88,359.53,79.29,,,PAR,13,,,,,1001612,C,,,,,,,,,,,,SAO_2008,2452080.0,52079,2001-06-19.4,J2000,,,,2452079.97,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M5 (SOHO)",1.0000,0.005,143.84,5.25,84.16,,,PAR,10,,,,,1001613,C,,,,,,,,,,,,SAO_2008,2452081.2,52081,2001-06-20.7,J2000,,,,2452081.22,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M6 (SOHO)",1.0000,0.006,145.43,352.78,72.35,,,PAR,12,,,,,1001614,C,,,,,,,,,,,,SAO_2008,2452082.9,52082,2001-06-22.4,J2000,,,,2452082.93,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M7 (SOHO)",1.0000,0.007,143.14,12.44,90.57,,,PAR,19,,,,,1001615,C,,,,,,,,,,,,SAO_2008,2452086.8,52086,2001-06-26.3,J2000,,,,2452086.80,,,,,,,,,,,,,,,,,,,,,
"     C/2001 M8 (SOHO)",1.0000,0.005,144.66,1.92,80.95,,,PAR,44,,,,,1001616,C,,,,,,,,,,,,SAO_2008,2452088.0,52088,2001-06-27.5,J2000,,,,2452088.04,,,,,,,,,,,,,,,,,,,,,
